property,value,unit,cmp_ids,cmp_mole_fractions
Enthalpy of mixing,-0.12490845459584,kJ/mol,"[19.0, 53.0]","[0.6, 0.4]"
Enthalpy of mixing,-2.5653555347731003,kJ/mol,"[45.0, 55.0, 74.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.7679622105149334,kJ/mol,"[35.0, 14.0, 6.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.7487605658502232,kJ/mol,"[51.0, 48.0, 74.0, 21.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,2.028338377768097,kJ/mol,"[15.0, 6.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-2.458068381088176,kJ/mol,"[4.0, 28.0, 42.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-1.7018992149818255,kJ/mol,"[45.0, 48.0, 6.0, 54.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1348919142001222,kJ/mol,"[13.0, 6.0, 64.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.3807407927545003,kJ/mol,"[75.0, 11.0, 19.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.8840861182201625,kJ/mol,"[49.0, 21.0]","[0.5, 0.5]"
Enthalpy of mixing,0.9049954668836,kJ/mol,"[2.0, 72.0, 53.0, 8.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3927264587541489,kJ/mol,"[35.0, 38.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.3403440419644922,kJ/mol,"[6.0, 47.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.4347590022678318,kJ/mol,"[72.0, 60.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.1193230228186883,kJ/mol,"[29.0, 14.0, 38.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.4029493827377262,kJ/mol,"[68.0, 4.0, 38.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.6054584108009176,kJ/mol,"[4.0, 6.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.2726047741750926,kJ/mol,"[19.0, 64.0, 72.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3135423224602547,kJ/mol,"[15.0, 28.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4769991165465539,kJ/mol,"[35.0, 38.0, 53.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4714819489777559,kJ/mol,"[11.0, 34.0, 72.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2777502228009746,kJ/mol,"[12.0, 11.0, 29.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8003867620711409,kJ/mol,"[12.0, 14.0, 23.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.9378641536418092,kJ/mol,"[14.0, 44.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.8483194038087505,kJ/mol,"[75.0, 25.0]","[0.4, 0.6]"
Enthalpy of mixing,0.5589958079954016,kJ/mol,"[48.0, 6.0, 58.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.5315328882068868,kJ/mol,"[11.0, 2.0, 48.0, 72.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4253317910083561,kJ/mol,"[12.0, 48.0, 63.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.1623229036086357,kJ/mol,"[43.0, 28.0, 72.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.4899001061569941,kJ/mol,"[14.0, 44.0, 27.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.307503959433172,kJ/mol,"[28.0, 49.0]","[0.5, 0.5]"
Enthalpy of mixing,1.0487397004659238,kJ/mol,"[48.0, 62.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.2911606791015734,kJ/mol,"[41.0, 50.0, 73.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.4222491042139792,kJ/mol,"[20.0, 48.0, 6.0, 74.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.3845179132806211,kJ/mol,"[11.0, 35.0, 48.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0467568462882342,kJ/mol,"[36.0, 28.0, 48.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5060860958488469,kJ/mol,"[48.0, 6.0, 38.0, 5.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.7447052961970851,kJ/mol,"[4.0, 18.0, 54.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.2060316832811635,kJ/mol,"[38.0, 26.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.550445299660258,kJ/mol,"[28.0, 65.0, 48.0, 6.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.2966170527318923,kJ/mol,"[8.0, 23.0]","[0.4, 0.6]"
Enthalpy of mixing,0.4655132012640837,kJ/mol,"[11.0, 14.0, 38.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.5110218379469025,kJ/mol,"[30.0, 54.0]","[0.8, 0.2]"
Enthalpy of mixing,-0.0705396090650114,kJ/mol,"[12.0, 72.0, 38.0, 53.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3808436401174939,kJ/mol,"[28.0, 48.0, 6.0, 38.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8169925063968008,kJ/mol,"[45.0, 48.0, 55.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.716762723123896,kJ/mol,"[48.0, 54.0, 66.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5380175304926331,kJ/mol,"[12.0, 72.0, 3.0, 38.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.6847039803956387,kJ/mol,"[29.0, 48.0, 6.0, 64.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3022365364155123,kJ/mol,"[76.0, 11.0, 35.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.7232177834026268,kJ/mol,"[28.0, 48.0, 38.0, 59.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1284885831504474,kJ/mol,"[48.0, 74.0, 5.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.535319640256587,kJ/mol,"[68.0, 4.0, 28.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.3504706823749952,kJ/mol,"[4.0, 28.0, 6.0, 26.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.2928564023483576,kJ/mol,"[13.0, 72.0, 53.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.036106207289816,kJ/mol,"[13.0, 64.0]","[0.8, 0.2]"
Enthalpy of mixing,1.111754655907954,kJ/mol,"[48.0, 6.0, 55.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.6923278744856858,kJ/mol,"[63.0, 23.0]","[0.5, 0.5]"
Enthalpy of mixing,0.2050709287920292,kJ/mol,"[6.0, 72.0, 3.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2166028745947416,kJ/mol,"[4.0, 48.0, 6.0, 39.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7673078639029373,kJ/mol,"[12.0, 64.0, 44.0, 72.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4301975449263266,kJ/mol,"[75.0, 44.0, 38.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4331599719973802,kJ/mol,"[35.0, 64.0, 38.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5037695925259922,kJ/mol,"[44.0, 72.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.6646015552671307,kJ/mol,"[73.0, 40.0]","[0.5, 0.5]"
Enthalpy of mixing,0.8945214967439162,kJ/mol,"[76.0, 12.0, 48.0, 41.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1736026157212144,kJ/mol,"[45.0, 6.0, 66.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.0292718594368225,kJ/mol,"[38.0, 1.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.6238790743297081,kJ/mol,"[48.0, 38.0, 7.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.2063838464352275,kJ/mol,"[6.0, 5.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.177964870368949,kJ/mol,"[38.0, 24.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-3.5141406799488286,kJ/mol,"[45.0, 25.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.4706196501553074,kJ/mol,"[48.0, 6.0, 64.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.488781510065348,kJ/mol,"[48.0, 14.0, 34.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3085925435251741,kJ/mol,"[76.0, 14.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.8760472397293171,kJ/mol,"[12.0, 72.0, 38.0, 53.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1845791107855025,kJ/mol,"[74.0, 38.0, 1.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.9474544688217872,kJ/mol,"[48.0, 58.0, 38.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9679836621734128,kJ/mol,"[11.0, 48.0, 6.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8418143322164053,kJ/mol,"[75.0, 12.0, 48.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.7966886432004067,kJ/mol,"[28.0, 47.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.3366858573165504,kJ/mol,"[64.0, 72.0]","[0.4, 0.6]"
Enthalpy of mixing,-1.686026336243625,kJ/mol,"[30.0, 74.0]","[0.2, 0.8]"
Enthalpy of mixing,1.365985802543484,kJ/mol,"[11.0, 14.0, 19.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6633026678763464,kJ/mol,"[48.0, 72.0, 62.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2124576655802621,kJ/mol,"[28.0, 74.0, 26.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.0542084546600429,kJ/mol,"[64.0, 72.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.0423310449247256,kJ/mol,"[48.0, 6.0, 67.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.690587328012206,kJ/mol,"[48.0, 55.0, 74.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-3.3510014226915708,kJ/mol,"[76.0, 28.0, 42.0, 74.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.573368762428926,kJ/mol,"[14.0, 6.0, 19.0, 72.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4621981292590271,kJ/mol,"[35.0, 14.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.3852941702222128,kJ/mol,"[28.0, 7.0]","[0.5, 0.5]"
Enthalpy of mixing,0.6948257557570643,kJ/mol,"[48.0, 6.0, 38.0, 61.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.0240091906105631,kJ/mol,"[6.0, 38.0, 26.0, 21.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3233464290968972,kJ/mol,"[12.0, 48.0, 6.0, 70.0, 72.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.4062083195937618,kJ/mol,"[18.0, 21.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8044038714072842,kJ/mol,"[28.0, 38.0, 31.0, 0.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.35259952734224,kJ/mol,"[12.0, 11.0, 35.0, 14.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.8491108318968847,kJ/mol,"[12.0, 6.0, 7.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1746277044255114,kJ/mol,"[75.0, 44.0, 53.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6256707602957903,kJ/mol,"[48.0, 74.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.4770252114275485,kJ/mol,"[48.0, 19.0, 64.0, 38.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3956779632285795,kJ/mol,"[58.0, 72.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5011112921211393,kJ/mol,"[13.0, 8.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.369922875476,kJ/mol,"[75.0, 12.0, 2.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5291539246928636,kJ/mol,"[11.0, 44.0, 53.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.7253452514735967,kJ/mol,"[29.0, 64.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.4583033654652985,kJ/mol,"[76.0, 12.0, 44.0, 53.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.0090605612438257,kJ/mol,"[11.0, 2.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.8912764215452432,kJ/mol,"[29.0, 64.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.5703610029063575,kJ/mol,"[2.0, 14.0, 6.0, 38.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.2627710759414716,kJ/mol,"[78.0, 74.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.0561463862785752,kJ/mol,"[12.0, 41.0, 50.0, 53.0, 73.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.6575309279069719,kJ/mol,"[14.0, 64.0, 67.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7169859548032586,kJ/mol,"[12.0, 14.0, 6.0, 72.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0965080509086927,kJ/mol,"[72.0, 47.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.2284492243696852,kJ/mol,"[12.0, 48.0, 64.0, 53.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.4683582071841058,kJ/mol,"[45.0, 48.0, 6.0, 74.0, 7.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9267561262920924,kJ/mol,"[11.0, 67.0, 8.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.078611762028543,kJ/mol,"[13.0, 48.0, 6.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.1704635956569389,kJ/mol,"[48.0, 46.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7502334100190879,kJ/mol,"[76.0, 12.0, 2.0, 14.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0960108513320594,kJ/mol,"[19.0, 38.0, 8.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.8791523109213049,kJ/mol,"[45.0, 72.0, 54.0, 7.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.2348895603238543,kJ/mol,"[25.0, 48.0, 38.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.2938472697348058,kJ/mol,"[15.0, 21.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.1389044688915911,kJ/mol,"[12.0, 13.0, 38.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5160876659496121,kJ/mol,"[58.0, 72.0, 38.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.6051363088968289,kJ/mol,"[35.0, 8.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.8797420278725545,kJ/mol,"[12.0, 13.0, 8.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.288654124787602,kJ/mol,"[45.0, 74.0, 71.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.6672265606551566,kJ/mol,"[78.0, 4.0, 48.0, 74.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.1266887751664043,kJ/mol,"[11.0, 35.0, 14.0, 38.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5766991856151236,kJ/mol,"[48.0, 6.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.9517635076659448,kJ/mol,"[4.0, 6.0, 42.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.3756991051313945,kJ/mol,"[75.0, 2.0, 73.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.5125693886309396,kJ/mol,"[12.0, 11.0, 38.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4793859210253592,kJ/mol,"[51.0, 28.0, 6.0, 74.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.4388741046085227,kJ/mol,"[6.0, 3.0, 38.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2192510764067236,kJ/mol,"[64.0, 53.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.949909362698135,kJ/mol,"[74.0, 7.0]","[0.6, 0.4]"
Enthalpy of mixing,0.9879116752853404,kJ/mol,"[15.0, 28.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.2309270745387724,kJ/mol,"[11.0, 13.0, 48.0, 38.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.6751874616275896,kJ/mol,"[14.0, 53.0, 8.0, 27.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.093427515861557,kJ/mol,"[13.0, 6.0, 64.0, 72.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.817869625847102,kJ/mol,"[45.0, 25.0, 31.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9585387907040972,kJ/mol,"[36.0, 48.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0749835125770512,kJ/mol,"[48.0, 14.0, 64.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.7984764208655485,kJ/mol,"[29.0, 48.0, 38.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.098445442668382,kJ/mol,"[48.0, 38.0]","[0.6, 0.4]"
Enthalpy of mixing,2.012960190849137,kJ/mol,"[39.0, 31.0]","[0.4, 0.6]"
Enthalpy of mixing,1.1128046180466773,kJ/mol,"[12.0, 64.0, 38.0, 8.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.0979950856987275,kJ/mol,"[48.0, 6.0, 57.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5897631548457484,kJ/mol,"[12.0, 19.0, 8.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4199742011419917,kJ/mol,"[38.0, 27.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7887453567901789,kJ/mol,"[75.0, 76.0, 29.0, 38.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8447597245543849,kJ/mol,"[12.0, 2.0, 48.0, 27.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8456758370631432,kJ/mol,"[76.0, 12.0, 44.0, 50.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-3.0106490735426568,kJ/mol,"[4.0, 74.0, 66.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.7764662068579663,kJ/mol,"[25.0, 38.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.8982751959300319,kJ/mol,"[12.0, 48.0, 8.0, 7.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.0223947970768919,kJ/mol,"[6.0, 72.0, 24.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.3392545593919971,kJ/mol,"[45.0, 48.0, 18.0, 74.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.6500794910508807,kJ/mol,"[11.0, 14.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.6360859257954873,kJ/mol,"[12.0, 48.0, 67.0, 27.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4915383480182668,kJ/mol,"[38.0, 8.0]","[0.2, 0.8]"
Enthalpy of mixing,-1.65145748023733,kJ/mol,"[45.0, 48.0, 74.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.2906311268725497,kJ/mol,"[6.0, 54.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.1006868340505698,kJ/mol,"[28.0, 6.0, 0.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.5120094195786042,kJ/mol,"[45.0, 48.0, 74.0, 66.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.1704910982749108,kJ/mol,"[75.0, 11.0, 2.0, 48.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.0893201557730134,kJ/mol,"[35.0, 23.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.8914097566027164,kJ/mol,"[45.0, 74.0, 5.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.1181988109196289,kJ/mol,"[72.0, 54.0]","[0.6, 0.4]"
Enthalpy of mixing,0.0833986956195197,kJ/mol,"[6.0, 74.0, 38.0, 1.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5228329417894044,kJ/mol,"[11.0, 48.0, 64.0, 72.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.6306950771392391,kJ/mol,"[4.0, 48.0, 18.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.5064425604667155,kJ/mol,"[10.0, 38.0]","[0.6, 0.4]"
Enthalpy of mixing,0.2749210792903427,kJ/mol,"[78.0, 28.0, 48.0, 6.0, 74.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.039357631155875,kJ/mol,"[45.0, 25.0, 48.0, 6.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.074438728674765,kJ/mol,"[48.0, 56.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.7855979850192327,kJ/mol,"[48.0, 74.0, 67.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.947547369959963,kJ/mol,"[38.0, 50.0]","[0.4, 0.6]"
Enthalpy of mixing,-3.871018121415154,kJ/mol,"[42.0, 21.0, 31.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3349853933778473,kJ/mol,"[48.0, 24.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.3711640209455835,kJ/mol,"[48.0, 38.0, 67.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.0415389678821228,kJ/mol,"[67.0, 8.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.1022917933689638,kJ/mol,"[37.0, 74.0]","[0.2, 0.8]"
Enthalpy of mixing,0.7088487740461468,kJ/mol,"[30.0, 48.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8686805508363111,kJ/mol,"[12.0, 44.0, 72.0, 8.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.786339401201454,kJ/mol,"[38.0, 27.0, 60.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4189386328758716,kJ/mol,"[12.0, 24.0, 23.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.2380234001551736,kJ/mol,"[14.0, 53.0, 8.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8040933049404124,kJ/mol,"[6.0, 63.0, 53.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.1951582775662706,kJ/mol,"[29.0, 64.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.116305457018893,kJ/mol,"[45.0, 6.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.4035734747419308,kJ/mol,"[11.0, 2.0, 48.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5659605715521309,kJ/mol,"[38.0, 8.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.501469167515185,kJ/mol,"[75.0, 12.0, 70.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
